Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2018 in %-P.;abgegebene Erststimmen insgesamt 2023;abgegebene Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2023;gültige Erststimmen insgesamt 2018;ungültige Erststimmen 2023;ungültige Erststimmen 2018;abgegebene Zweitstimmen insgesamt 2023;abgegebene Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2023;gültige Zweitstimmen insgesamt 2018;ungültige Zweitstimmen 2023;ungültige Zweitstimmen 2018;abgegebene Gesamtstimmen insgesamt 2023;abgegebene Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2023;gültige Gesamtstimmen insgesamt 2018;ungültige Gesamtstimmen 2023;ungültige Gesamtstimmen 2018;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2023;Erststimmen CSU 2018;Zweitstimmen CSU 2023;Zweitstimmen CSU 2018; Gesamtstimmen CSU 2023;Gesamtstimmen CSU 2018;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2023;Erststimmen GRÜNE 2018;Zweitstimmen GRÜNE 2023;Zweitstimmen GRÜNE 2018; Gesamtstimmen GRÜNE 2023;Gesamtstimmen GRÜNE 2018;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2023;Erststimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2023;Zweitstimmen FREIE WÄHLER 2018; Gesamtstimmen FREIE WÄHLER 2023;Gesamtstimmen FREIE WÄHLER 2018;Parteiname;Bewerber AfD;Erststimmen AfD 2023;Erststimmen AfD 2018;Zweitstimmen AfD 2023;Zweitstimmen AfD 2018; Gesamtstimmen AfD 2023;Gesamtstimmen AfD 2018;Parteiname;Bewerber SPD;Erststimmen SPD 2023;Erststimmen SPD 2018;Zweitstimmen SPD 2023;Zweitstimmen SPD 2018; Gesamtstimmen SPD 2023;Gesamtstimmen SPD 2018;Parteiname;Bewerber FDP;Erststimmen FDP 2023;Erststimmen FDP 2018;Zweitstimmen FDP 2023;Zweitstimmen FDP 2018; Gesamtstimmen FDP 2023;Gesamtstimmen FDP 2018;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2023;Erststimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2023;Zweitstimmen DIE LINKE 2018; Gesamtstimmen DIE LINKE 2023;Gesamtstimmen DIE LINKE 2018;Parteiname;Bewerber BP;Erststimmen BP 2023;Erststimmen BP 2018;Zweitstimmen BP 2023;Zweitstimmen BP 2018; Gesamtstimmen BP 2023;Gesamtstimmen BP 2018;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2023;Erststimmen ÖDP 2018;Zweitstimmen ÖDP 2023;Zweitstimmen ÖDP 2018; Gesamtstimmen ÖDP 2023;Gesamtstimmen ÖDP 2018;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2023;Erststimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2023;Zweitstimmen Die PARTEI 2018; Gesamtstimmen Die PARTEI 2023;Gesamtstimmen Die PARTEI 2018;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2023;Erststimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2023;Zweitstimmen Tierschutzpartei 2018; Gesamtstimmen Tierschutzpartei 2023;Gesamtstimmen Tierschutzpartei 2018;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2023;Erststimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2023;Zweitstimmen V-Partei³ 2018; Gesamtstimmen V-Partei³ 2023;Gesamtstimmen V-Partei³ 2018;Parteiname;Bewerber PdH;Erststimmen PdH 2023;Erststimmen PdH 2018;Zweitstimmen PdH 2023;Zweitstimmen PdH 2018; Gesamtstimmen PdH 2023;Gesamtstimmen PdH 2018;Parteiname;Bewerber dieBasis;Erststimmen dieBasis 2023;Erststimmen dieBasis 2018;Zweitstimmen dieBasis 2023;Zweitstimmen dieBasis 2018; Gesamtstimmen dieBasis 2023;Gesamtstimmen dieBasis 2018;Parteiname;Bewerber Volt;Erststimmen Volt 2023;Erststimmen Volt 2018;Zweitstimmen Volt 2023;Zweitstimmen Volt 2018; Gesamtstimmen Volt 2023;Gesamtstimmen Volt 2018;Parteiname;Bewerber Sonstige 2018;Erststimmen Sonstige 2018 2023;Erststimmen Sonstige 2018 2018;Zweitstimmen Sonstige 2018 2023;Zweitstimmen Sonstige 2018 2018; Gesamtstimmen Sonstige 2018 2023;Gesamtstimmen Sonstige 2018 2018;
130;Traunstein;24.10.2023;13:00;113330;82849;73,1;+0,5;82848;82070;81865;81357;983;713;82848;82070;81709;80838;1139;1232;165696;164140;163574;162195;2122;1945;CSU;Baur, Konrad;CSU;Baur, Konrad;28093;29713;30886;34022;58979;63735;GRÜNE;Sengl, Gisela;11297;15669;10756;14184;22053;29853;FREIE WÄHLER;Brunnhuber, Dr. Martin;16726;9680;15704;7811;32430;17491;AfD;Füssel, Andreas;10741;7713;10652;6971;21393;14684;SPD;Parzinger, Sepp;6085;6664;5205;6054;11290;12718;FDP;Buggisch, Dr. Walter;1874;3072;1721;2868;3595;5940;DIE LINKE;HoII, Denis;1067;2296;983;2102;2050;4398;BP;Pletschacher, Franz;2097;4448;1539;3768;3636;8216;ÖDP;Königbauer, Wolfgang;1305;841;1205;904;2510;1745;Die PARTEI;Eilers-Gurk, Josua;528;X;467;310;995;310;Tierschutzpartei;Reithmayer, Manfred;758;817;818;748;1576;1565;V-Partei³;Wieden, Benedikt;160;X;167;153;327;153;PdH;-;X;X;149;61;149;61;dieBasis;Hartmann, Martin;1134;X;1091;X;2225;X;Volt;-;X;X;366;X;366;X;Sonstige 2018;-;X;444;X;882;X;1326;
131;Weilheim-Schongau;24.10.2023;13:00;129001;98787;76,6;-0,6;98786;98838;97844;97769;942;1069;98787;98839;97418;97441;1369;1398;197573;197677;195262;195210;2311;2467;CSU;Kühn, Harald;CSU;Kühn, Harald;32781;35040;33694;34988;66475;70028;GRÜNE;Krahl, Andreas;14356;18293;13782;17494;28138;35787;FREIE WÄHLER;Enders, Susann;20238;14940;19470;15556;39708;30496;AfD;Nolte, Benjamin;12544;8420;12265;7951;24809;16371;SPD;Streit, Dr. Dominik;6428;6677;6439;7050;12867;13727;FDP;Böge, Dr. Yannick;2589;4471;2588;3803;5177;8274;DIE LINKE;Neuner, Martin;1168;2240;1123;2439;2291;4679;BP;Wagner, Markus;1399;3182;1278;2662;2677;5844;ÖDP;Edenhofer, Agnes;3864;3044;3139;2794;7003;5838;Die PARTEI;-;X;X;671;357;671;357;Tierschutzpartei;Schulze-Hädrich, Gregor;1111;X;957;758;2068;758;V-Partei³;Döring, Marco;212;512;201;378;413;890;PdH;-;X;X;188;101;188;101;dieBasis;Seitz, Wolfgang;1154;X;1105;X;2259;X;Volt;-;X;X;518;X;518;X;Sonstige 2018;-;X;950;X;1110;X;2060;
201;Deggendorf;24.10.2023;13:00;90871;64529;71,0;+2,9;64528;62469;63923;61747;605;722;64529;62472;64091;61770;438;702;129057;124941;128014;123517;1043;1424;CSU;Bernreiter, Christian;CSU;Bernreiter, Christian;27382;29757;16895;23134;44277;52891;GRÜNE;Heilmann-Tröster, Christian;3835;5316;4143;5597;7978;10913;FREIE WÄHLER;Einhellig, Andrea;11272;7477;24153;12744;35425;20221;AfD;Ebner-Steiner, Katrin;13911;9850;11700;9420;25611;19270;SPD;Hofmann, Iris;2881;3093;2821;3699;5702;6792;FDP;Freiherr von Rössing, Lippold;1083;1684;1069;2492;2152;4176;DIE LINKE;Spielbauer, Maximilian;414;1142;424;1317;838;2459;BP;Unholzer, Roland;1457;2108;1180;1689;2637;3797;ÖDP;Sihr, Rolf;901;770;972;927;1873;1697;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;533;X;533;V-Partei³;Kiermaier, Johann;294;312;277;29;571;341;PdH;-;X;X;X;X;X;X;dieBasis;Hess, Franziska;493;X;457;X;950;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;238;X;189;X;427;
202;Dingolfing;24.10.2023;13:00;113713;84360;74,2;+3,8;84358;79452;83442;78367;916;1085;84359;79455;83843;78740;516;715;168717;158907;167285;157107;1432;1800;CSU;Loibl, Dr. Petra;CSU;Loibl, Dr. Petra;29067;30903;21035;28652;50102;59555;GRÜNE;Martin, Tobias;5388;8089;5525;7762;10913;15851;FREIE WÄHLER;Widmann, Jutta;20810;14018;33038;16427;53848;30445;AfD;Pohl, Lars;16573;11211;14285;10439;30858;21650;SPD;Vilsmeier, Dr. Bernd;4317;4943;4124;5204;8441;10147;FDP;Limmer, Michael;2099;2894;1570;2938;3669;5832;DIE LINKE;Hemmann, Stefan;878;1634;825;1570;1703;3204;BP;Kahlert, Mathias;1331;2583;911;2226;2242;4809;ÖDP;Aigner, Alois;2979;2092;1829;1809;4808;3901;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;741;X;741;V-Partei³;-;X;X;248;134;248;134;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;453;X;453;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;838;X;838;
203;Kelheim;24.10.2023;13:00;88537;65428;73,9;+3,4;65427;62195;64747;61636;680;559;65427;62193;65000;61503;427;690;130854;124388;129747;123139;1107;1249;CSU;Högl, Petra;CSU;Högl, Petra;23901;21849;16565;19640;40466;41489;GRÜNE;Elsner, Daniel;5287;6475;5349;7070;10636;13545;FREIE WÄHLER;Diermeier, Dennis;15149;14691;25752;15558;40901;30249;AfD;Breu, Christian;11010;7169;9513;7009;20523;14178;SPD;Haag, Luisa;4514;3489;3421;4343;7935;7832;FDP;Keil, Eva;1764;2106;1180;2017;2944;4123;DIE LINKE;Buchwald, Mascha;571;1344;585;1217;1156;2561;BP;Geisenfelder, Florian;943;2291;610;1954;1553;4245;ÖDP;Schramm, Dr. Ralf;1608;1699;1415;1465;3023;3164;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;428;X;428;V-Partei³;-;X;X;256;130;256;130;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;354;X;354;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;523;X;672;X;1195;
204;Landshut;24.10.2023;13:00;125480;92075;73,4;+1,2;92068;90517;91069;89763;999;754;92073;90517;91144;89563;929;954;184141;181034;182213;179326;1928;1708;FREIE WÄHLER;Aiwanger, Hubert;CSU;Radlmeier, Helmut;22553;24928;26437;26668;48990;51596;GRÜNE;Hunger, Johannes;10225;13510;10562;13936;20787;27446;FREIE WÄHLER;Aiwanger, Hubert;33877;22396;25415;19879;59292;42275;AfD;Kranich, Bernhard;11238;9909;14240;9812;25478;19721;SPD;Müller, Ruth;6348;6376;5604;5751;11952;12127;FDP;Deller, Michael;2481;5027;2911;5019;5392;10046;DIE LINKE;Neubert, Dennis;998;2219;1458;2165;2456;4384;BP;Neuhauser, Robert;959;2189;988;2235;1947;4424;ÖDP;Heilmeier, Lorenz;1775;1289;2201;1605;3976;2894;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;1010;X;950;X;1960;V-Partei³;Maier, Dominik;615;X;526;217;1141;217;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;802;X;802;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;910;X;1326;X;2236;
205;Passau-Ost;24.10.2023;13:00;116773;84523;72,4;+3,5;84523;81231;83688;80235;835;996;84522;81232;84121;80556;401;676;169045;162463;167809;160791;1236;1672;CSU;Heisl, Josef;CSU;Heisl, Josef;27438;29557;23420;28370;50858;57927;GRÜNE;Koller, Jutta;6198;8444;6645;9625;12843;18069;FREIE WÄHLER;Toso, Roswitha;16407;8995;27133;11896;43540;20891;AfD;Stadler, Ralf;18357;11410;14717;10872;33074;22282;SPD;Flisek, Christian;6629;8091;4744;5172;11373;13263;FDP;Trapp, Andreas;1576;4717;2517;5717;4093;10434;DIE LINKE;Reddies, Wolfgang;747;2407;701;2094;1448;4501;BP;Maier, Franz;2631;3953;623;2601;3254;6554;ÖDP;Becker, Agnes;2922;2661;2916;3012;5838;5673;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;622;X;622;V-Partei³;Veitengruber, Nina;353;X;285;147;638;147;PdH;-;X;X;X;X;X;X;dieBasis;Krokisius, Rainer;430;X;420;X;850;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;428;X;428;
206;Passau-West;24.10.2023;13:00;91847;66209;72,1;+4,2;66209;61955;65418;61147;791;808;66209;61954;65840;61450;369;504;132418;123909;131258;122597;1160;1312;CSU;Meyer, Stefan;CSU;Meyer, Stefan;22769;25765;19075;24533;41844;50298;GRÜNE;Kuhnt, Marc;3560;6230;3807;5794;7367;12024;FREIE WÄHLER;Lindinger, Christian;16184;7997;22841;10020;39025;18017;AfD;Böhm, Manfred;12536;8726;11742;8591;24278;17317;SPD;Just, Johannes;4373;4608;3720;4454;8093;9062;FDP;Probst, Martin;1344;2556;1129;2476;2473;5032;DIE LINKE;Graw, Christoph;566;1445;478;1607;1044;3052;BP;Sailer, Josef;989;1404;571;1283;1560;2687;ÖDP;Dankesreiter, Walter;2393;2416;1739;1690;4132;4106;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;576;X;576;V-Partei³;Horner, Carina;274;X;358;103;632;103;PdH;-;X;X;X;X;X;X;dieBasis;Neutzner, Klaus;430;X;380;X;810;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;323;X;323;
207;Regen, Freyung-Grafenau;24.10.2023;13:00;102878;76188;74,1;+6,6;76185;70502;75211;69841;974;661;76188;70504;75621;69734;567;770;152373;141006;150832;139575;1541;1431;CSU;Ebner, Dr. Stefan;CSU;Ebner, Dr. Stefan;25698;26478;23783;26513;49481;52991;GRÜNE;Schuberl, Toni;3386;6899;3158;4945;6544;11844;FREIE WÄHLER;Behringer, Martin;17329;10082;26357;12520;43686;22602;AfD;Atzinger, Oskar;17140;11600;15637;11013;32777;22613;SPD;Süß, Josef;2860;4012;2881;4681;5741;8693;FDP;Muthmann, Alexander;5172;5996;929;4258;6101;10254;DIE LINKE;Winzker, Annekathrin;576;1259;456;1316;1032;2575;BP;Pfeffer, Thomas;1240;2550;738;2470;1978;5020;ÖDP;Köberl, Michael;1233;965;1146;1016;2379;1981;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;512;X;512;V-Partei³;-;X;X;212;146;212;146;PdH;-;X;X;X;X;X;X;dieBasis;Wandtner, Lothar;577;X;324;X;901;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;344;X;344;
208;Rottal-Inn;24.10.2023;13:00;91483;67525;73,8;+3,9;67524;64255;66686;63300;838;955;67525;64253;67018;63576;507;677;135049;128508;133704;126876;1345;1632;CSU;Wagle, Martin;CSU;Wagle, Martin;24084;28023;17903;26836;41987;54859;GRÜNE;Goller, Mia;4675;6672;3931;6068;8606;12740;FREIE WÄHLER;Schießl, Werner;16632;9312;26816;11019;43448;20331;AfD;Seidl, Dietmar;11666;7511;9703;7378;21369;14889;SPD;Gruber, Fabian;2783;3148;2949;3303;5732;6451;FDP;Kelldorfner, Nick;1257;2414;1201;2326;2458;4740;DIE LINKE;Feirer, Johann;718;1413;560;1342;1278;2755;BP;Maller, Anton;1694;2283;895;1675;2589;3958;ÖDP;Rettenbeck, Sepp;3177;1984;2540;2548;5717;4532;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;430;X;430;V-Partei³;-;X;X;223;87;223;87;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;297;X;297;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;540;X;564;X;1104;
209;Straubing;24.10.2023;13:00;111662;82293;73,7;+3,2;82292;78647;81451;77714;841;933;82296;78647;81700;77874;596;773;164588;157294;163151;155588;1437;1706;CSU;Zellmeier, Josef;CSU;Zellmeier, Josef;34916;35798;26199;33352;61115;69150;GRÜNE;Niedermeier, Feride;5867;7349;4963;6720;10830;14069;FREIE WÄHLER;Beck, Tobias;15737;10071;27727;14913;43464;24984;AfD;Müller, Johann;15368;10437;13448;10519;28816;20956;SPD;Kliem, Marvin;3576;3902;3288;3322;6864;7224;FDP;Kofler, Julian;1498;3353;1319;2649;2817;6002;DIE LINKE;Spielbauer, Johannes;867;1983;783;1716;1650;3699;BP;Goetz, Johannes;1120;1935;653;1520;1773;3455;ÖDP;Röder, Dr. Michael;2502;2886;2570;2055;5072;4941;Die PARTEI;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;X;542;X;542;V-Partei³;-;X;X;256;132;256;132;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;494;X;494;X;Volt;-;X;X;X;X;X;X;Sonstige 2018;-;X;X;X;434;X;434;
301;Amberg-Sulzbach;24.10.2023;13:00;112521;81993;72,9;+1,3;81986;81734;81437;80543;549;1191;81992;81732;81360;80922;632;810;163978;163466;162797;161465;1181;2001;CSU;Schwartz, Dr. Harald;CSU;Schwartz, Dr. Harald;30824;30879;32466;31982;63290;62861;GRÜNE;Maaß, Simone;6689;8843;7041;9794;13730;18637;FREIE WÄHLER;Heinisch, Bernhard;14746;11021;12311;8831;27057;19852;AfD;Marino, Claudia;13960;9374;14999;9580;28959;18954;SPD;Bergmann, Uwe;8256;11084;7762;10421;16018;21505;FDP;Rohn, Jens;1474;2808;1525;2848;2999;5656;DIE LINKE;Preischl, Manfred;975;2722;1002;2326;1977;5048;BP;Gäbl, Benjamin;1063;1925;816;1790;1879;3715;ÖDP;Badura, Franz;2394;1887;1741;1825;4135;3712;Die PARTEI;-;X;X;X;623;X;623;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;248;172;248;172;PdH;-;X;X;X;X;X;X;dieBasis;Märkl, Hans;1056;X;1069;X;2125;X;Volt;-;X;X;380;X;380;X;Sonstige 2018;-;X;X;X;730;X;730;
302;Cham;24.10.2023;13:00;101618;76307;75,1;+4,2;76307;72218;75913;71351;394;867;76307;72217;75657;71227;650;990;152614;144435;151570;142578;1044;1857;CSU;Hopp, Dr. Gerhard;CSU;Hopp, Dr. Gerhard;29939;31438;26459;28051;56398;59489;GRÜNE;Zeller, Stefan;3713;5179;3941;5935;7654;11114;FREIE WÄHLER;Preidl, Julian;18729;12204;22020;14626;40749;26830;AfD;Pöschl, Dr. Wolfgang;16306;11616;15827;11279;32133;22895;SPD;Brachwitz, Steve;3199;3820;3173;3702;6372;7522;FDP;Hanke, Pascal;899;2638;1169;2060;2068;4698;DIE LINKE;Schwarzfischer, Manuel;641;1618;800;1378;1441;2996;BP;Schweikl, Alexander;879;1829;584;2168;1463;3997;ÖDP;Gruber, Florian;1118;773;867;914;1985;1687;Die PARTEI;-;X;X;X;379;X;379;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;236;173;216;173;452;PdH;-;X;X;X;X;X;X;dieBasis;Klement, Michael;490;X;452;X;942;X;Volt;-;X;X;192;X;192;X;Sonstige 2018;-;X;X;X;519;X;519;
303;Neumarkt i.d.OPf.;24.10.2023;13:00;101714;78606;77,3;+1,0;78605;77222;78128;76579;477;643;78606;77223;77924;76153;682;1070;157211;154445;156052;152732;1159;1713;CSU;Füracker, Albert;CSU;Füracker, Albert;40100;38538;33893;33606;73993;72144;GRÜNE;Brock, Nicole;6313;8725;7594;10277;13907;19002;FREIE WÄHLER;Miranda, Daisy;10998;9776;13408;10939;24406;20715;AfD;Pfab, Christian;11641;7624;12265;7895;23906;15519;SPD;Frank, Rebecca;3963;4617;4290;4719;8253;9336;FDP;Maier, Maurizio;1227;2268;1623;2708;2850;4976;DIE LINKE;Winkler, Marco;1101;2009;985;1983;2086;3992;BP;Weigl, Michaela;833;1482;655;1331;1488;2813;ÖDP;Härteis, Ludwig;1952;1241;1745;1256;3697;2497;Die PARTEI;-;X;X;X;568;X;568;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;228;181;228;181;PdH;-;X;X;X;X;X;X;dieBasis;-;X;X;874;X;874;X;Volt;-;X;X;364;X;364;X;Sonstige 2018;-;X;299;X;690;X;989;
304;Regensburg-Land;24.10.2023;13:00;125815;98299;78,1;+2,9;98298;94132;97742;93359;556;773;98299;94126;97661;93318;638;808;196597;188258;195403;186677;1194;1581;CSU;Grossmann, Patrick;CSU;Grossmann, Patrick;34648;36647;38078;37076;72726;73723;GRÜNE;Niebelschütz, Dr. Merten;8894;11536;9746;11654;18640;23190;FREIE WÄHLER;Gotthardt, Tobias;23425;17457;18401;15730;41826;33187;AfD;Arnold, Dieter;17399;11549;16892;11693;34291;23242;SPD;Jobst, Matthias;5850;6321;6714;6834;12564;13155;FDP;Dirnberger, Raphael;2462;3270;2115;2988;4577;6258;DIE LINKE;Nebl, Klaus;933;2327;1133;2064;2066;4391;BP;Silberhorn, Konrad;935;1742;855;2062;1790;3804;ÖDP;Wiest, Claudia;2013;1810;2159;1608;4172;3418;Die PARTEI;-;X;X;X;483;X;483;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Zeletzki, Melanie;443;262;316;233;759;495;PdH;-;X;X;X;X;X;X;dieBasis;Hübl, Josef;740;X;747;X;1487;X;Volt;-;X;X;505;X;505;X;Sonstige 2018;-;X;438;X;893;X;1331;
305;Regensburg-Stadt;24.10.2023;13:00;127108;89878;70,7;-1,1;89858;91275;89388;90675;470;600;89859;91288;89315;90566;544;722;179717;182563;178703;181241;1014;1322;CSU;Eberwein, Jürgen;CSU;Eberwein, Jürgen;27029;25614;27280;27806;54309;53420;GRÜNE;Mistol, Jürgen;21273;22494;21387;21568;42660;44062;FREIE WÄHLER;Schien, Michael;10369;9842;10199;9055;20568;18897;AfD;Schießl, Carina;10580;8523;11098;8677;21678;17200;SPD;Koch, Sebastian;10158;9803;8485;8332;18643;18135;FDP;Vo, Loi;2927;4549;3350;4820;6277;9369;DIE LINKE;Moll, Peter;1623;4502;2186;4556;3809;9058;BP;Berger, Hubertus;629;1146;560;1096;1189;2242;ÖDP;Wörle, Regine;2451;2086;2480;1949;4931;4035;Die PARTEI;-;X;906;X;852;X;1758;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Probst, Daniel;470;X;458;266;928;266;PdH;-;X;X;X;X;X;X;dieBasis;Grieshaber, Arpad;661;X;734;X;1395;X;Volt;Gehrmann, Simon;1218;X;1098;X;2316;X;Sonstige 2018;-;X;1210;X;1589;X;2799;
306;Schwandorf;24.10.2023;13:00;114383;84950;74,3;+3,0;84949;81494;84362;80553;587;941;84950;81494;84236;80560;714;934;169899;162988;168598;161113;1301;1875;CSU;Flierl, Alexander;CSU;Flierl, Alexander;29914;30621;31287;32141;61201;62762;GRÜNE;Quaas, Hannah;4631;6355;4990;7493;9621;13848;FREIE WÄHLER;Scharf, Martin;18754;13197;17351;10663;36105;23860;AfD;Mixl, Reinhard;17544;11741;17911;12154;35455;23895;SPD;Wein, Peter;7640;9353;5928;8365;13568;17718;FDP;Stopkova, Janette;1030;2451;1417;2225;2447;4676;DIE LINKE;Janka, Marian;735;2472;837;2138;1572;4610;BP;Hammerl, Sabrina;1005;2066;762;2036;1767;4102;ÖDP;Damm, Alfred;1767;1915;2455;2014;4222;3929;Die PARTEI;-;X;X;X;412;X;412;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Beck, Constanze;253;X;216;198;469;198;PdH;-;X;X;X;X;X;X;dieBasis;Stoiber, Claudio;683;X;724;X;1407;X;Volt;Hoffmann, Daniel;406;X;358;X;764;X;Sonstige 2018;-;X;382;X;721;X;1103;
307;Tirschenreuth;24.10.2023;13:00;79921;61583;77,1;+2,7;61582;61050;61223;60383;359;667;61583;61050;61131;60397;452;653;123165;122100;122354;120780;811;1320;CSU;Reiß, Tobias;CSU;Reiß, Tobias;26836;28618;27690;27479;54526;56097;GRÜNE;Schwamberger, Anna;3325;4987;3809;4896;7134;9883;FREIE WÄHLER;Schmidt, Bernhard;11456;8827;9796;7997;21252;16824;AfD;Löw, Stefan;11106;6675;11274;6719;22380;13394;SPD;Haubelt, Karl Georg;4184;6033;4557;7746;8741;13779;FDP;Karbstein, Wolfgang;1332;1544;1160;1520;2492;3064;DIE LINKE;Völkl, Alexander;779;1424;546;1314;1325;2738;BP;Kandler, Andreas;843;1491;817;1146;1660;2637;ÖDP;Lechner, Robert;599;784;605;569;1204;1353;Die PARTEI;-;X;X;X;313;X;313;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;160;131;160;131;PdH;-;X;X;X;X;X;X;dieBasis;Rosner, Wolfgang;763;X;549;X;1312;X;Volt;-;X;X;168;X;168;X;Sonstige 2018;-;X;X;X;567;X;567;
308;Weiden i.d.OPf.;24.10.2023;13:00;83680;61402;73,4;+1,7;61402;61228;61012;60533;390;695;61402;61233;60919;60463;483;770;122804;122461;121931;120996;873;1465;CSU;Oetzinger, Dr. Stephan;CSU;Oetzinger, Dr. Stephan;25276;24090;25768;24602;51044;48692;GRÜNE;Weber, Laura;4491;6042;4454;6426;8945;12468;FREIE WÄHLER;Groß, Tobias;8033;6273;8061;6270;16094;12543;AfD;Magerl, Roland;11941;7928;12291;8269;24232;16197;SPD;Bäumler, Nicole;5773;8994;5605;7629;11378;16623;FDP;Skutella, Christoph;2481;2879;1604;2348;4085;5227;DIE LINKE;Kraus, Tobias;695;1728;692;1692;1387;3420;BP;Bayer, Roland;582;1041;633;1318;1215;2359;ÖDP;Kindl, Dr. Barbara;1301;1204;866;694;2167;1898;Die PARTEI;-;X;X;X;318;X;318;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;175;111;175;111;PdH;-;X;X;X;X;X;X;dieBasis;Schuhmacher, Sonja;439;X;540;X;979;X;Volt;-;X;X;230;X;230;X;Sonstige 2018;-;X;354;X;786;X;1140;
401;Bamberg-Land;24.10.2023;13:00;84945;67000;78,9;+3,4;67000;64248;66613;63838;387;410;66999;64248;66522;63681;477;567;133999;128496;133135;127519;864;977;CSU;Dremel, Holger;CSU;Dremel, Holger;31259;29358;29074;31937;60333;61295;GRÜNE;Rosenheimer, Tim-Luca;4763;8259;5630;7155;10393;15414;FREIE WÄHLER;Scheer, Verena;8300;6441;9988;5065;18288;11506;AfD;Köhler, Florian;14240;9230;13458;8593;27698;17823;SPD;Arendt, Ronni;3713;4029;3350;3711;7063;7740;FDP;Reuter, Daniel;1254;2992;1597;2754;2851;5746;DIE LINKE;Jaegers, Jan;771;1587;850;1471;1621;3058;BP;Suck, Frank;663;1108;764;932;1427;2040;ÖDP;Sieling, Tobias;1099;834;884;549;1983;1383;Die PARTEI;-;X;X;X;559;X;559;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;X;189;X;189;PdH;-;X;X;X;X;X;X;dieBasis;Stark, Uwe;551;X;567;X;1118;X;Volt;-;X;X;360;X;360;X;Sonstige 2018;-;X;X;X;766;X;766;
