Schlüsselnummer;Name der Regionaleinheit;Stand Tagesdatum;Stand Uhrzeit;Stimmberechtigte;Wähler;Wahlbeteiligung in %;Veränderung der Wahlbeteiligung gegenüber 2013 in %-P.;abgegebene Erststimmen insgesamt 2018;abgegebene Erststimmen insgesamt 2013;gültige Erststimmen insgesamt 2018;gültige Erststimmen insgesamt 2013;ungültige Erststimmen 2018;ungültige Erststimmen 2013;abgegebene Zweitstimmen insgesamt 2018;abgegebene Zweitstimmen insgesamt 2013;gültige Zweitstimmen insgesamt 2018;gültige Zweitstimmen insgesamt 2013;ungültige Zweitstimmen 2018;ungültige Zweitstimmen 2013;abgegebene Gesamtstimmen insgesamt 2018;abgegebene Gesamtstimmen insgesamt 2013;gültige Gesamtstimmen insgesamt 2018;gültige Gesamtstimmen insgesamt 2013;ungültige Gesamtstimmen 2018;ungültige Gesamtstimmen 2013;Partei mit Erststimmenmehrheit;Bewerber mit Erststimmenmehrheit;Parteiname;Bewerber CSU;Erststimmen CSU 2018;Erststimmen CSU 2013;Zweitstimmen CSU 2018;Zweitstimmen CSU 2013; Gesamtstimmen CSU 2018;Gesamtstimmen CSU 2013;Parteiname;Bewerber SPD;Erststimmen SPD 2018;Erststimmen SPD 2013;Zweitstimmen SPD 2018;Zweitstimmen SPD 2013; Gesamtstimmen SPD 2018;Gesamtstimmen SPD 2013;Parteiname;Bewerber FREIE WÄHLER;Erststimmen FREIE WÄHLER 2018;Erststimmen FREIE WÄHLER 2013;Zweitstimmen FREIE WÄHLER 2018;Zweitstimmen FREIE WÄHLER 2013; Gesamtstimmen FREIE WÄHLER 2018;Gesamtstimmen FREIE WÄHLER 2013;Parteiname;Bewerber GRÜNE;Erststimmen GRÜNE 2018;Erststimmen GRÜNE 2013;Zweitstimmen GRÜNE 2018;Zweitstimmen GRÜNE 2013; Gesamtstimmen GRÜNE 2018;Gesamtstimmen GRÜNE 2013;Parteiname;Bewerber FDP;Erststimmen FDP 2018;Erststimmen FDP 2013;Zweitstimmen FDP 2018;Zweitstimmen FDP 2013; Gesamtstimmen FDP 2018;Gesamtstimmen FDP 2013;Parteiname;Bewerber DIE LINKE;Erststimmen DIE LINKE 2018;Erststimmen DIE LINKE 2013;Zweitstimmen DIE LINKE 2018;Zweitstimmen DIE LINKE 2013; Gesamtstimmen DIE LINKE 2018;Gesamtstimmen DIE LINKE 2013;Parteiname;Bewerber BP;Erststimmen BP 2018;Erststimmen BP 2013;Zweitstimmen BP 2018;Zweitstimmen BP 2013; Gesamtstimmen BP 2018;Gesamtstimmen BP 2013;Parteiname;Bewerber ÖDP;Erststimmen ÖDP 2018;Erststimmen ÖDP 2013;Zweitstimmen ÖDP 2018;Zweitstimmen ÖDP 2013; Gesamtstimmen ÖDP 2018;Gesamtstimmen ÖDP 2013;Parteiname;Bewerber PIRATEN;Erststimmen PIRATEN 2018;Erststimmen PIRATEN 2013;Zweitstimmen PIRATEN 2018;Zweitstimmen PIRATEN 2013; Gesamtstimmen PIRATEN 2018;Gesamtstimmen PIRATEN 2013;Parteiname;Bewerber DIE FRANKEN;Erststimmen DIE FRANKEN 2018;Erststimmen DIE FRANKEN 2013;Zweitstimmen DIE FRANKEN 2018;Zweitstimmen DIE FRANKEN 2013; Gesamtstimmen DIE FRANKEN 2018;Gesamtstimmen DIE FRANKEN 2013;Parteiname;Bewerber AfD;Erststimmen AfD 2018;Erststimmen AfD 2013;Zweitstimmen AfD 2018;Zweitstimmen AfD 2013; Gesamtstimmen AfD 2018;Gesamtstimmen AfD 2013;Parteiname;Bewerber LKR;Erststimmen LKR 2018;Erststimmen LKR 2013;Zweitstimmen LKR 2018;Zweitstimmen LKR 2013; Gesamtstimmen LKR 2018;Gesamtstimmen LKR 2013;Parteiname;Bewerber mut;Erststimmen mut 2018;Erststimmen mut 2013;Zweitstimmen mut 2018;Zweitstimmen mut 2013; Gesamtstimmen mut 2018;Gesamtstimmen mut 2013;Parteiname;Bewerber Die Humanisten;Erststimmen Die Humanisten 2018;Erststimmen Die Humanisten 2013;Zweitstimmen Die Humanisten 2018;Zweitstimmen Die Humanisten 2013; Gesamtstimmen Die Humanisten 2018;Gesamtstimmen Die Humanisten 2013;Parteiname;Bewerber Die PARTEI;Erststimmen Die PARTEI 2018;Erststimmen Die PARTEI 2013;Zweitstimmen Die PARTEI 2018;Zweitstimmen Die PARTEI 2013; Gesamtstimmen Die PARTEI 2018;Gesamtstimmen Die PARTEI 2013;Parteiname;Bewerber Gesundheitsforschung;Erststimmen Gesundheitsforschung 2018;Erststimmen Gesundheitsforschung 2013;Zweitstimmen Gesundheitsforschung 2018;Zweitstimmen Gesundheitsforschung 2013; Gesamtstimmen Gesundheitsforschung 2018;Gesamtstimmen Gesundheitsforschung 2013;Parteiname;Bewerber Tierschutzpartei;Erststimmen Tierschutzpartei 2018;Erststimmen Tierschutzpartei 2013;Zweitstimmen Tierschutzpartei 2018;Zweitstimmen Tierschutzpartei 2013; Gesamtstimmen Tierschutzpartei 2018;Gesamtstimmen Tierschutzpartei 2013;Parteiname;Bewerber V-Partei³;Erststimmen V-Partei³ 2018;Erststimmen V-Partei³ 2013;Zweitstimmen V-Partei³ 2018;Zweitstimmen V-Partei³ 2013; Gesamtstimmen V-Partei³ 2018;Gesamtstimmen V-Partei³ 2013;Parteiname;Bewerber Sonstige 2013;Erststimmen Sonstige 2013 2018;Erststimmen Sonstige 2013 2013;Zweitstimmen Sonstige 2013 2018;Zweitstimmen Sonstige 2013 2013; Gesamtstimmen Sonstige 2013 2018;Gesamtstimmen Sonstige 2013 2013;
127;Rosenheim-Ost;29.10.2018;11:27;111367;82627;74,2;+9,9;82622;70591;81883;69612;739;979;82618;70595;81525;69422;1093;1173;165240;141186;163408;139034;1832;2152;CSU;Stöttner, Klaus;CSU;Stöttner, Klaus;29019;34823;31635;37934;60654;72757;SPD;Promann, Britta;4919;8876;5356;12535;10275;21411;FREIE WÄHLER;Fischer, Mary;9975;7247;8692;3853;18667;11100;GRÜNE;Hinterholzer, Leonhard;16337;7569;15549;5820;31886;13389;FDP;Hagen, Martin;4400;1796;4028;2172;8428;3968;DIE LINKE;Weber-Teuber, Dr. Klaus;2150;1125;1993;886;4143;2011;BP;Freund, Helmut;3575;3085;2905;2159;6480;5244;ÖDP;Fortner, Josef;1552;2041;1173;1570;2725;3611;PIRATEN;Ernst, Dr. Hartmut;456;1599;346;1137;802;2736;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Winhart, Andreas;8264;X;8029;X;16293;X;LKR;-;X;X;29;X;29;X;mut;Kunst, Marie-Luise;461;X;467;X;928;X;Die Humanisten;-;X;X;102;X;102;X;Die PARTEI;Krüger, Ricarda;775;X;368;X;1143;X;Gesundheitsforschung;-;X;X;86;X;86;X;Tierschutzpartei;-;X;X;606;X;606;X;V-Partei³;-;X;X;161;X;161;X;Sonstige 2013;-;X;1451;X;1356;X;2807;
128;Rosenheim-West;29.10.2018;11:27;109541;82023;74,9;+9,4;82022;70010;81363;68769;659;1241;82022;70011;81100;68928;922;1083;164044;140021;162463;137697;1581;2324;CSU;Lederer, Otto;CSU;Lederer, Otto;30752;35595;32989;38926;63741;74521;SPD;Burgmaier, Alexandra;5848;10198;5481;11704;11329;21902;FREIE WÄHLER;Degenhart, Christine;9742;5659;7480;3672;17222;9331;GRÜNE;Knobel, Martin;13237;7196;14088;5390;27325;12586;FDP;Linnerer, Michael;4474;1541;3963;1678;8437;3219;DIE LINKE;Peiker, Christian;2426;1155;2010;957;4436;2112;BP;Weber, Florian;3250;3454;3090;2722;6340;6176;ÖDP;Maier, Ludwig;1685;1276;1355;1571;3040;2847;PIRATEN;Krueger, Dr. Olaf Konstantin;421;1381;358;1108;779;2489;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Bergmüller, Franz;8595;X;8457;X;17052;X;LKR;-;X;X;39;X;39;X;mut;Altenburger, Joseph;458;X;506;X;964;X;Die Humanisten;-;X;X;97;X;97;X;Die PARTEI;Schwab, Peter;475;X;338;X;813;X;Gesundheitsforschung;-;X;X;108;X;108;X;Tierschutzpartei;-;X;X;593;X;593;X;V-Partei³;-;X;X;148;X;148;X;Sonstige 2013;-;X;1314;X;1200;X;2514;
129;Starnberg;29.10.2018;11:27;102085;81856;80,2;+7,4;81854;73763;81198;72454;656;1309;81852;73762;80972;72794;880;968;163706;147525;162170;145248;1536;2277;CSU;Eiling-Hütig, Dr. Ute;CSU;Eiling-Hütig, Dr. Ute;24946;29579;26649;34133;51595;63712;SPD;Kern, Christiane;6608;12204;7179;15831;13787;28035;FREIE WÄHLER;Vilsmayer, Matthias;9237;6646;7376;3909;16613;10555;GRÜNE;Franke, Anne;21641;9186;21348;8241;42989;17427;FDP;Hundesrügge, Britta;7807;7757;7433;5438;15240;13195;DIE LINKE;Feilzer, Bernhard;1895;926;1940;837;3835;1763;BP;Pfänder, Rupert;1636;2174;1059;1479;2695;3653;ÖDP;Kühn, Anastasia;1040;1813;883;1256;1923;3069;PIRATEN;Kohler, Alexander;404;1690;303;1169;707;2859;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Radtke, Klaus;5418;X;5282;X;10700;X;LKR;-;X;X;33;X;33;X;mut;King, Tim;320;X;356;X;676;X;Die Humanisten;-;X;X;80;X;80;X;Die PARTEI;-;X;X;257;X;257;X;Gesundheitsforschung;-;X;X;76;X;76;X;Tierschutzpartei;-;X;X;550;X;550;X;V-Partei³;Lange, Gregor;246;X;168;X;414;X;Sonstige 2013;-;X;479;X;501;X;980;
130;Traunstein;29.10.2018;11:27;113089;82070;72,6;+8,7;82070;71707;81357;70600;713;1107;82070;71706;80838;70603;1232;1103;164140;143413;162195;141203;1945;2210;CSU;Steiner, Klaus;CSU;Steiner, Klaus;29713;35724;34022;40547;63735;76271;SPD;Parzinger, Sepp;6664;9079;6054;12406;12718;21485;FREIE WÄHLER;Seissiger, Dr. Lothar;9680;6966;7811;3560;17491;10526;GRÜNE;Sengl, Gisela;15669;9042;14184;6198;29853;15240;FDP;Buggisch, Dr. Walter;3072;1633;2868;1598;5940;3231;DIE LINKE;Reiter, Michael;2296;1280;2102;1070;4398;2350;BP;Schupfner, Markus;4448;3628;3768;2289;8216;5917;ÖDP;Kriesche, Sven;841;1134;904;1119;1745;2253;PIRATEN;-;X;1347;299;1032;299;2379;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Plenk, Markus;7713;X;6971;X;14684;X;LKR;-;X;X;33;X;33;X;mut;Teifel, Sabrina;444;X;430;X;874;X;Die Humanisten;-;X;X;61;X;61;X;Die PARTEI;-;X;X;310;X;310;X;Gesundheitsforschung;-;X;X;120;X;120;X;Tierschutzpartei;Reithmayer, Manfred;817;X;748;X;1565;X;V-Partei³;-;X;X;153;X;153;X;Sonstige 2013;-;X;767;X;784;X;1551;
131;Weilheim-Schongau;29.10.2018;11:27;128047;98840;77,2;+9,0;98838;85568;97769;83922;1069;1646;98839;85568;97441;84142;1398;1426;197677;171136;195210;168064;2467;3072;CSU;Kühn, Harald;CSU;Kühn, Harald;35040;41252;34988;43513;70028;84765;SPD;Streit, Dominik;6677;12145;7050;15782;13727;27927;FREIE WÄHLER;Enders, Susann;14940;7819;15556;6494;30496;14313;GRÜNE;Krahl, Andreas;18293;7185;17494;6050;35787;13235;FDP;Zeil, Martin;4471;2379;3803;2357;8274;4736;DIE LINKE;Podlewski, Rolf-Werner;2240;1706;2439;1342;4679;3048;BP;Schropp, Regina;3182;5285;2662;3601;5844;8886;ÖDP;Winter, Dr. Maiken;3044;3927;2794;2964;5838;6891;PIRATEN;Pfuhl, Carsten;461;1516;374;1284;835;2800;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Imgart, Rüdiger;8420;X;7951;X;16371;X;LKR;-;X;X;53;X;53;X;mut;Putzier, Heiner;489;X;502;X;991;X;Die Humanisten;-;X;X;101;X;101;X;Die PARTEI;-;X;X;357;X;357;X;Gesundheitsforschung;-;X;X;181;X;181;X;Tierschutzpartei;-;X;X;758;X;758;X;V-Partei³;Seewald, Maike;512;X;378;X;890;X;Sonstige 2013;-;X;708;X;755;X;1463;
201;Deggendorf;29.10.2018;11:27;91726;62472;68,1;+11,4;62469;51728;61747;51148;722;580;62472;51724;61770;50706;702;1018;124941;103452;123517;101854;1424;1598;CSU;Sibler, Bernd;CSU;Sibler, Bernd;29757;28623;23134;25908;52891;54531;SPD;Vilsmeier, Dr. Bernd;3093;6686;3699;6103;6792;12789;FREIE WÄHLER;Meiski, Dr. Georg;7477;6115;12744;8531;20221;14646;GRÜNE;Heilmann, Christian;5316;2344;5597;2554;10913;4898;FDP;Kooter, Kenneth;1684;1343;2492;1790;4176;3133;DIE LINKE;Reddies, Wolfgang;1142;1059;1317;1283;2459;2342;BP;Pfeffer, Thomas;2108;1232;1689;1021;3797;2253;ÖDP;Kerschl, Christian;770;1307;927;1204;1697;2511;PIRATEN;Filakovic, Mario;238;892;26;768;264;1660;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Ebner-Steiner, Katrin;9850;X;9420;X;19270;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;163;X;163;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;533;X;533;X;V-Partei³;Kiermaier, Johann;312;X;29;X;341;X;Sonstige 2013;-;X;1547;X;1544;X;3091;
202;Dingolfing;29.10.2018;11:27;112960;79455;70,3;+8,9;79452;68867;78367;67982;1085;885;79455;68871;78740;67683;715;1188;158907;137738;157107;135665;1800;2073;CSU;Loibl, Dr. Petra;CSU;Loibl, Dr. Petra;30903;32654;28652;32258;59555;64912;SPD;Huber, Florian;4943;9686;5204;9827;10147;19513;FREIE WÄHLER;Widmann, Jutta;14018;10029;16427;11307;30445;21336;GRÜNE;Schönberger, Marlene;8089;3434;7762;3921;15851;7355;FDP;Altinger, Marco Thomas;2894;3097;2938;2334;5832;5431;DIE LINKE;Freinecker, Aleksandra;1634;1238;1570;1211;3204;2449;BP;Müller, Hans-Jürgen;2583;2839;2226;2313;4809;5152;ÖDP;Seufzger, Klaus;2092;2246;1809;1759;3901;4005;PIRATEN;-;X;962;340;1012;340;1974;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Seidl, Josef;11211;X;10439;X;21650;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;498;X;498;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;741;X;741;X;V-Partei³;-;X;X;134;X;134;X;Sonstige 2013;-;X;1797;X;1741;X;3538;
203;Kelheim;29.10.2018;11:27;88212;62195;70,5;+7,8;62195;54516;61636;54091;559;425;62193;54516;61503;53534;690;982;124388;109032;123139;107625;1249;1407;CSU;Högl, Petra;CSU;Högl, Petra;21849;28882;19640;24296;41489;53178;SPD;Unfried, Harald;3489;9748;4343;8256;7832;18004;FREIE WÄHLER;Faltermeier, Dr. Hubert;14691;4720;15558;9076;30249;13796;GRÜNE;Stephan, Daniel;6475;2848;7070;3783;13545;6631;FDP;Curtis, Jake;2106;1651;2017;2270;4123;3921;DIE LINKE;Kalkkuhl, Mirco;1344;804;1217;756;2561;1560;BP;Zirngibl, Fritz;2291;2070;1954;1907;4245;3977;ÖDP;Rottengruber, Anne;1699;1724;1465;1493;3164;3217;PIRATEN;-;X;849;252;813;252;1662;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Gebhardt, Peter A.;7169;X;7009;X;14178;X;LKR;-;X;X;X;X;X;X;mut;Helmich, Fabian;523;X;420;X;943;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;428;X;428;X;V-Partei³;-;X;X;130;X;130;X;Sonstige 2013;-;X;795;X;884;X;1679;
204;Landshut;29.10.2018;11:27;125467;90519;72,1;+9,0;90517;77608;89763;76746;754;862;90517;77608;89563;76331;954;1277;181034;155216;179326;153077;1708;2139;CSU;Radlmeier, Helmut;CSU;Radlmeier, Helmut;24928;32364;26668;34824;51596;67188;SPD;Müller, Ruth;6376;10483;5751;9705;12127;20188;FREIE WÄHLER;Aiwanger, Hubert;22396;15533;19879;14375;42275;29908;GRÜNE;Steinberger, Rosi;13510;7028;13936;7137;27446;14165;FDP;Hoffmann, Norbert;5027;3231;5019;2423;10046;5654;DIE LINKE;Hemmann, Stefan;2219;1234;2165;1264;4384;2498;BP;Neuhauser, Robert;2189;2560;2235;2584;4424;5144;ÖDP;Vogel, Marie-Sophie;1289;1936;1605;1764;2894;3700;PIRATEN;-;X;1328;442;1278;442;2606;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Straßberger, Günter;9909;X;9812;X;19721;X;LKR;-;X;X;X;X;X;X;mut;Geisel, Maximilian;910;X;884;X;1794;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;Seidemann, Bernd Joseph;1010;X;950;X;1960;X;V-Partei³;-;X;X;217;X;217;X;Sonstige 2013;-;X;1049;X;977;X;2026;
205;Passau-Ost;29.10.2018;11:27;118007;81232;68,8;+11,9;81231;66686;80235;66014;996;672;81232;66685;80556;65770;676;915;162463;133371;160791;131784;1672;1587;CSU;Waschler, Dr. Gerhard;CSU;Waschler, Dr. Gerhard;29557;30785;28370;31720;57927;62505;SPD;Flisek, Christian;8091;12582;5172;8456;13263;21038;FREIE WÄHLER;Toso, Roswitha;8995;5935;11896;10073;20891;16008;GRÜNE;Weigl, Matthias;8444;4008;9625;4878;18069;8886;FDP;Dittlmann, Andreas;4717;3098;5717;2045;10434;5143;DIE LINKE;Ilsanker, Josef;2407;1567;2094;1472;4501;3039;BP;Maier, Franz;3953;3552;2601;2361;6554;5913;ÖDP;Becker, Agnes;2661;2014;3012;2374;5673;4388;PIRATEN;-;X;1175;266;1300;266;2475;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Stadler, Ralf;11410;X;10872;X;22282;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;162;X;162;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;622;X;622;X;V-Partei³;-;X;X;147;X;147;X;Sonstige 2013;-;X;1298;X;1091;X;2389;
206;Passau-West;29.10.2018;11:27;91205;61955;67,9;+9,9;61955;52479;61147;51853;808;626;61954;52479;61450;51635;504;844;123909;104958;122597;103488;1312;1470;CSU;Taubeneder, Walter;CSU;Taubeneder, Walter;25765;28497;24533;27754;50298;56251;SPD;Mayerhofer, Sabine;4608;8366;4454;8643;9062;17009;FREIE WÄHLER;Lindinger, Christian;7997;4677;10020;5874;18017;10551;GRÜNE;Schuberl, Toni;6230;3682;5794;2589;12024;6271;FDP;Illein, Bettina;2556;1532;2476;1772;5032;3304;DIE LINKE;Hagnauer, Johannes;1445;1016;1607;926;3052;1942;BP;Hafer, Kai-Uwe;1404;1112;1283;880;2687;1992;ÖDP;Dankesreiter, Walter;2416;1914;1690;1360;4106;3274;PIRATEN;-;X;X;204;799;204;799;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Atzinger, Oskar;8726;X;8591;X;17317;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;119;X;119;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;576;X;576;X;V-Partei³;-;X;X;103;X;103;X;Sonstige 2013;-;X;1057;X;1038;X;2095;
207;Regen, Freyung-Grafenau;29.10.2018;11:27;104474;70504;67,5;+10,2;70502;60222;69841;59509;661;713;70504;60222;69734;58716;770;1506;141006;120444;139575;118225;1431;2219;CSU;Gibis, Max;CSU;Gibis, Max;26478;29455;26513;28133;52991;57588;SPD;Blöhm, Bettina;4012;8775;4681;7791;8693;16566;FREIE WÄHLER;Eibl, Manfred;10082;11748;12520;8622;22602;20370;GRÜNE;Schlüter, Jens;6899;1926;4945;3424;11844;5350;FDP;Muthmann, Alexander;5996;1704;4258;4136;10254;5840;DIE LINKE;Spielbauer, Johannes;1259;920;1316;992;2575;1912;BP;Schindlbeck, Manuel Georg;2550;1728;2470;1840;5020;3568;ÖDP;Köberl, Michael;965;1007;1016;1345;1981;2352;PIRATEN;-;X;891;204;1001;204;1892;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Müller, Johann;11600;X;11013;X;22613;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;140;X;140;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;512;X;512;X;V-Partei³;-;X;X;146;X;146;X;Sonstige 2013;-;X;1355;X;1432;X;2787;
208;Rottal-Inn;29.10.2018;11:27;91910;64255;69,9;+10,9;64255;54235;63300;53695;955;540;64253;54234;63576;53168;677;1066;128508;108469;126876;106863;1632;1606;CSU;Wagle, Martin;CSU;Wagle, Martin;28023;31709;26836;29388;54859;61097;SPD;Kuby, Valentin;3148;6116;3303;5917;6451;12033;FREIE WÄHLER;Schießl, Werner;9312;4445;11019;6488;20331;10933;GRÜNE;Reiser, Günther;6672;3271;6068;3039;12740;6310;FDP;Heuwieser, Dominik;2414;1585;2326;1478;4740;3063;DIE LINKE;Freinecker, Johannes;1413;738;1342;730;2755;1468;BP;Maller, Anton;2283;1860;1675;1645;3958;3505;ÖDP;Weindl, Elisabeth;1984;2273;2548;2738;4532;5011;PIRATEN;-;X;693;206;732;206;1425;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Hansbauer, Wolfgang;7511;X;7378;X;14889;X;LKR;-;X;X;X;X;X;X;mut;Feirer, Johann;540;X;358;X;898;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;430;X;430;X;V-Partei³;-;X;X;87;X;87;X;Sonstige 2013;-;X;1005;X;1013;X;2018;
209;Straubing;29.10.2018;11:27;111564;78651;70,5;+8,7;78647;69071;77714;68338;933;733;78647;69070;77874;67867;773;1203;157294;138141;155588;136205;1706;1936;CSU;Zellmeier, Josef;CSU;Zellmeier, Josef;35798;36921;33352;38050;69150;74971;SPD;Sommerfeld, Dr. Olaf;3902;9089;3322;6826;7224;15915;FREIE WÄHLER;Beck, Tobias;10071;9441;14913;10635;24984;20076;GRÜNE;Niedermeier, Feride;7349;1783;6720;2557;14069;4340;FDP;Schmid, Josefa;3353;1962;2649;1838;6002;3800;DIE LINKE;Ringlstetter, Karl Heinz;1983;1255;1716;1058;3699;2313;BP;Geisenfelder, Florian;1935;1737;1520;1905;3455;3642;ÖDP;Suttner, Bernhard;2886;3532;2055;2098;4941;5630;PIRATEN;-;X;963;263;1086;263;2049;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Kleinschwärzer, Manfred;10437;X;10519;X;20956;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;171;X;171;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;X;X;X;X;Gesundheitsforschung;-;X;X;X;X;X;X;Tierschutzpartei;-;X;X;542;X;542;X;V-Partei³;-;X;X;132;X;132;X;Sonstige 2013;-;X;1655;X;1814;X;3469;
301;Amberg-Sulzbach;29.10.2018;11:27;114215;81738;71,6;+9,2;81734;72166;80543;70844;1191;1322;81732;72171;80922;70813;810;1358;163466;144337;161465;141657;2001;2680;CSU;Schwartz, Dr. Harald;CSU;Schwartz, Dr. Harald;30879;33280;31982;33497;62861;66777;SPD;Bergmann, Uwe;11084;17448;10421;17336;21505;34784;FREIE WÄHLER;Sitter, Alexandra;11021;6799;8831;6910;19852;13709;GRÜNE;Ebenburger, Dr. Klaus;8843;3820;9794;3479;18637;7299;FDP;Hochholdinger, Markus;2808;1352;2848;1477;5656;2829;DIE LINKE;Berndt, Wolfgang;2722;1687;2326;1423;5048;3110;BP;Mrozek, Markus;1925;1569;1790;1341;3715;2910;ÖDP;Mrasek, Klaus;1887;2021;1825;2667;3712;4688;PIRATEN;-;X;1533;361;1401;361;2934;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Marino, Claudia;9374;X;9580;X;18954;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;205;X;205;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;623;X;623;X;Gesundheitsforschung;-;X;X;164;X;164;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;172;X;172;X;Sonstige 2013;-;X;1335;X;1282;X;2617;
302;Cham;29.10.2018;11:27;101900;72218;70,9;+9,7;72218;62353;71351;61115;867;1238;72217;62353;71227;60969;990;1384;144435;124706;142578;122084;1857;2622;CSU;Hopp, Dr. Gerhard;CSU;Hopp, Dr. Gerhard;31438;29780;28051;35047;59489;64827;SPD;Kopp, Franz;3820;7636;3702;6897;7522;14533;FREIE WÄHLER;Riedl, Robert;12204;15621;14626;10589;26830;26210;GRÜNE;Doblinger, Michael;5179;1814;5935;2178;11114;3992;FDP;Stuiber, Alfred;2638;923;2060;709;4698;1632;DIE LINKE;Brey, Marius Josef;1618;896;1378;855;2996;1751;BP;Schweikl, Alexander;1829;1510;2168;1957;3997;3467;ÖDP;Meissner, Ruth;773;1107;914;947;1687;2054;PIRATEN;-;X;882;220;816;220;1698;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Lankes, Josef;11616;X;11279;X;22895;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;209;X;209;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;379;X;379;X;Gesundheitsforschung;-;X;X;90;X;90;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;Pedanova, Andrea;236;X;216;X;452;X;Sonstige 2013;-;X;946;X;974;X;1920;
303;Neumarkt i.d.OPf.;29.10.2018;11:27;101202;77224;76,3;+8,0;77222;67687;76579;66764;643;923;77223;67686;76153;66349;1070;1337;154445;135373;152732;133113;1713;2260;CSU;Füracker, Albert;CSU;Füracker, Albert;38538;37821;33606;37241;72144;75062;SPD;Madeisky, Andre;4617;9463;4719;8328;9336;17791;FREIE WÄHLER;Penkala, Matthias;9776;7888;10939;9023;20715;16911;GRÜNE;Hauff, Siegfried;8725;4347;10277;4499;19002;8846;FDP;Gründer, Nils;2268;1101;2708;1175;4976;2276;DIE LINKE;Emmerling, Tobias;2009;1248;1983;1026;3992;2274;BP;Koll-Pfeifer, Alexander;1482;1013;1331;1185;2813;2198;ÖDP;Neumeyer, Joseph;1241;1213;1256;1319;2497;2532;PIRATEN;-;X;1572;370;1369;370;2941;DIE FRANKEN;-;X;X;X;X;X;X;AfD;Meier, Werner;7624;X;7895;X;15519;X;LKR;-;X;X;X;X;X;X;mut;-;X;X;174;X;174;X;Die Humanisten;-;X;X;X;X;X;X;Die PARTEI;-;X;X;568;X;568;X;Gesundheitsforschung;Kellner, Christine;299;X;146;X;445;X;Tierschutzpartei;-;X;X;X;X;X;X;V-Partei³;-;X;X;181;X;181;X;Sonstige 2013;-;X;1098;X;1184;X;2282;
